name,rating,price,restaurant_type,description,address,google_maps_url
L'Empire du 8ème,4.3,$$$,French restaurant,"Stylish restaurant serving Mediterranean cuisine, plus 2 bars, including one in a vaulted cellar.","11 Rue Jean Mermoz, 75008 Paris, France","https://www.google.fr/maps/place/L'Empire+du+8%C3%A8me/@48.8744195,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc5f2097cfd:0x84d6f65b24aa604a!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc5f371f33f:0x1efacbc9c5ca6bec!8m2!3d48.8709259!4d2.3113845!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tc__swt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Sens Unique,4.5,$$,French restaurant,"Chic restaurant with a wine bar serving high-end meals & drinks in plush, brick-lined surroundings.","47 Rue de Ponthieu, 75008 Paris, France","https://www.google.fr/maps/place/Le+Sens+Unique/@48.8744186,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc4078c0e49:0x6477e80cf3ce595f!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc407003ad3:0xbe05b3033637ad2a!8m2!3d48.871506!4d2.306402!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdpqzn6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Coin du Rocher - Paris,4.7,€30–40,Restaurant,,"88 Rue du Rocher, 75008 Paris, France","https://www.google.fr/maps/place/Le+Coin+du+Rocher+-+Paris/@48.8744176,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f4db3a5ca5d:0xa4349c9fca5e3bc5!8m2!3d48.8805073!4d2.3174135!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdkljmh?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Citrus,4.6,,French restaurant,Retro-style restaurant with a patio offering traditional Provencal & Mediterranean cuisine.,"52 Rue de Miromesnil, 75008 Paris, France","https://www.google.fr/maps/place/Citrus/@48.8744167,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f52be260fed:0x6c23ecbf866936fc!8m2!3d48.8747707!4d2.3158797!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11hh9hh331?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Boissy d'Anglas,4.5,,Restaurant,,"41 Rue Boissy d'Anglas, 75008 Paris, France","https://www.google.fr/maps/place/Le+Boissy+d'Anglas/@48.8744158,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fccc5ba5ddb:0x361d1e2bf5b55742!8m2!3d48.8701025!4d2.3222946!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fzwn92nl?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Drugstore,4.6,,Brasserie,Inventive dishes with Asian & American influences served in a sophisticated locale.,"133 Av. des Champs-Élysées, 75008 Paris, France","https://www.google.fr/maps/place/Le+Drugstore/@48.8727762,2.2789366,2141m/data=!3m2!1e3!5s0x47e66febdb92da09:0x37efa3faf42d6ce6!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f8e7c15fa81:0x5f9b24d1996dd075!8m2!3d48.8727762!4d2.296961!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEUcmVzdGF1cmFudF9icmFzc2VyaWXgAQA!16s%2Fg%2F11fms9_cyg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bistrot Marloe Paris,4.4,$$$$,French restaurant,Upmarket restaurant serving elevated takes on traditional cuisine amid retro-style surrounds.,"12 rue du Commandant Rivière, 10 Rue d'Artois, 75008 Paris, France","https://www.google.fr/maps/place/Bistrot+Marloe+Paris/@48.874414,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc68ed63e7d:0xe624cc67e6dd32f7!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc690cac033:0x8c6f023b11cc627b!8m2!3d48.8728038!4d2.3084319!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11_rplk_6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Rigoletto,4.9,€20–30,Italian restaurant,,"81 Rue du Rocher, 75008 Paris, France","https://www.google.fr/maps/place/Rigoletto/@48.874413,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fdfac93451f:0x6e3eb54385fd4d09!8m2!3d48.8801192!4d2.3174176!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11q93t6khg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Lafayette's restaurant rue d'Anjou,4.4,€100+,Restaurant,"Historic house offering French dishes in a refined, cozy setting.","8 Rue d'Anjou, 75008 Paris, France","https://www.google.fr/maps/place/Lafayette's+restaurant+rue+d'Anjou/@48.8744121,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fccfc4ff495:0x68d305fa96527158!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f101be0cdc1:0xb39d0010c2099803!8m2!3d48.8698289!4d2.3209037!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11h2hfxt2g?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Zo,4.2,$$,Mediterranean restaurant,"Sushi, refined bistro dishes & cocktails in an elegant space with a brass-clad bar & Asian motifs.","13 Rue Montalivet, 75008 Paris, France","https://www.google.fr/maps/place/Zo/@48.8744112,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fcc1ac60f93:0x7c3ba310f9e4cde1!8m2!3d48.8711229!4d2.3181921!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1tfv4frt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Cena Paris,4.4,,Restaurant,,"23 Rue Treilhard, 75008 Paris, France","https://www.google.fr/maps/place/Cena+Paris/@48.8744103,2.2970738,2141m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66fc7d1ea899d:0xb8dc156b4ae74641!8m2!3d48.8767163!4d2.3131153!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11nngvndys?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chez Savy,4.2,$$,French restaurant,"Typical fare in a white-tablecloth locale with a vintage, art deco style interior dating from 1923.","23 Rue Bayard, 75008 Paris, France","https://www.google.fr/maps/place/Chez+Savy/@48.8744112,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fdb34cac27f:0xe4babbd0af5e1b75!8m2!3d48.867046!4d2.307571!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1pxy5xz6k?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chez André,4.1,$$,Bistro,"Bistro staples like tartare, confit duck & sole meunière in an elegant space or at sidewalk tables.","12 Rue Marbeuf, 75008 Paris, France","https://www.google.fr/maps/place/Chez+Andr%C3%A9/@48.8678049,2.2848277,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc2da95eadf:0xc24e8315692be714!8m2!3d48.8678049!4d2.3028521!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEGYmlzdHJv4AEA!16s%2Fg%2F1wv_rjk6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Apicius,4.4,€100+,Haute French restaurant,"High-concept dishes offered in a luxurious fine dining destination with a spacious, leafy terrace.","20 Rue d'Artois, 75008 Paris, France","https://www.google.fr/maps/place/Apicius/@48.8744112,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc6c812aa61:0x4f8704e3542b5901!8m2!3d48.873743!4d2.307853!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tctqzxv?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'Annexe,4.8,€20–30,Restaurant,,"41 Rue de Courcelles, 75008 Paris, France","https://www.google.fr/maps/place/L'Annexe/@48.8744112,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc7151864ad:0xbdbd0d5c6e635b28!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66fc73fd1e613:0x463e2eed4353f319!8m2!3d48.8757552!4d2.3082907!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F113j_2g9x?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
À la Châtaigne,4.5,€30–40,French restaurant,"Creative, artfully plated takes on Corsican specialties, plus island wines, in an understated space.","22 Rue de Miromesnil, 75008 Paris, France","https://www.google.fr/maps/place/%C3%80+la+Ch%C3%A2taigne/@48.8744112,2.2970739,2141m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66fc938d64511:0xc770c94b61009901!8m2!3d48.8727502!4d2.3160671!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tmqfj97?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Petit George,4.7,$$,French restaurant,,"37 Rue Washington, 75008 Paris, France","https://www.google.fr/maps/place/Le+Petit+George/@48.8739631,2.2860545,2141m/data=!3m2!1e3!5s0x47e66fc108ab2e6d:0x319673443365c69f!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66fc10f47493b:0x2d5310d4694b0c39!8m2!3d48.8739631!4d2.3040789!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1td1j96k?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Chiberta,4.3,€100+,Restaurant,Tasting menus of inventive French dishes with wine pairings in a sleek space with bold red accents.,"3 Rue Arsène Houssaye, 75008 Paris, France","https://www.google.fr/maps/place/Le+Chiberta/@48.8735768,2.2797842,2141m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+8!6e5!3m6!1s0x47e66febc9027b81:0xfc20748664cb8527!8m2!3d48.8735768!4d2.2978086!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1trttmp9?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant Clémentine - Bistrot Terrasse Paris 2,4.7,$$,French restaurant,"Traditional French bistro dishes, plus regional wines, in a snug venue with pavement tables.","5 Rue Saint-Marc, 75002 Paris, France","https://www.google.fr/maps/place/Restaurant+Cl%C3%A9mentine+-+Bistrot+Terrasse+Paris+2/@48.8675824,2.3312493,2141m/data=!3m2!1e3!5s0x47e66e3c3f22bf19:0xbcf32e1e499f9dbf!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e3c3edfbddf:0xf525fdb8306949c0!8m2!3d48.8702195!4d2.3416098!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tjdw6h_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L’Apibo,4.7,€40–50,French restaurant,"Refined seasonal dishes & wines are offered in this intimate, stylish place.","31 Rue Tiquetonne, 75002 Paris, France","https://www.google.fr/maps/place/L%E2%80%99Apibo/@48.8675815,2.3312493,2141m/data=!3m2!1e3!5s0x47e66e1845729c11:0x1ae79eb6d99f430e!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e184915bf81:0x3219c24b6d52c232!8m2!3d48.8646829!4d2.3474481!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1hc4cty1g?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Mesturet,4.4,€30–40,French restaurant,"Relaxed option preparing local staples such as fish, meat plates & desserts, plus wine.","77 Rue de Richelieu, 75002 Paris, France","https://www.google.fr/maps/place/Le+Mesturet/@48.8689597,2.3204124,2141m/data=!3m2!1e3!5s0x47e66e3ba01c998d:0x65bfbf16b6a1b026!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e3b9ff09ead:0xb1a20eea20c6663!8m2!3d48.8689597!4d2.3384368!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11c1qr_k4k?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Fleur de pavé,4.6,€100+,Fine dining restaurant,,"5 Rue Paul Lelong, 75002 Paris, France","https://www.google.fr/maps/place/Fleur+de+pav%C3%A9/@48.8675796,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f503ac67777:0xe54f631210354e6c!8m2!3d48.8676824!4d2.343369!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudOABAA!16s%2Fg%2F11fl88zbqr?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Boui-Boui,4.4,€20–30,French restaurant,,"11 Rue Marie Stuart, 75002 Paris, France","https://www.google.fr/maps/place/Le+Boui-Boui/@48.8675787,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e1835ee5821:0x55d76fb93980956f!8m2!3d48.8649864!4d2.3476219!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tgfpfhr?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Daronne,4.7,€50–60,Restaurant,,"10 Rue Marie Stuart, 75002 Paris, France","https://www.google.fr/maps/place/La+Daronne/@48.8675778,2.3312493,2141m/data=!3m2!1e3!5s0x47e66e1848bdca1b:0x582f16357e335178!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f28c99ed147:0xa02d94cd28be8aad!8m2!3d48.8651363!4d2.347828!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11hfpych61?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Pollop,4.6,$$,French restaurant,"Contemporary, creative bistro fare, splicing French ingredients with Far Eastern flavors.","15 Rue d'Aboukir, 75002 Paris, France","https://www.google.fr/maps/place/Pollop/@48.8675769,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e3d2c900abf:0xd4d1ed23a0d27909!8m2!3d48.866441!4d2.3428873!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1pp2x66z1?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le presque bout du monde,4.8,,French restaurant,,"18 Rue Léopold Bellan, 75002 Paris, France","https://www.google.fr/maps/place/Le+presque+bout+du+monde/@48.867576,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f33fd51b15d:0xef3d617b2a4e0c05!8m2!3d48.8666855!4d2.3457873!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11q3sb4zj_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Nom M'échappe,4.5,$$,French restaurant,"Grilled steaks, seafood & elevated bistro dishes at an airy traditional venue with sidewalk tables.","28 Rue Notre Dame des Victoires, 75002 Paris, France","https://www.google.fr/maps/place/Le+Nom+M'%C3%A9chappe/@48.867575,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e3cef509e6d:0x46c9b0a8ded58825!8m2!3d48.8679611!4d2.3418705!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b725zqsv?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Shabour,4.7,€100+,Fine dining restaurant,"Imaginative Jerusalem-inspired tasting menu & wines served in a cozy, industrial restaurant.","19 Rue Saint-Sauveur, 75002 Paris, France","https://www.google.fr/maps/place/Shabour/@48.8675732,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f79e8a7e6cd:0x28bf12d55b1739f6!8m2!3d48.8659211!4d2.3490668!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudOABAA!16s%2Fg%2F11fkf64sm6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Vaudeville,4.4,$$,French restaurant,"French classics, seafood, plus a long wine list in an opulent, art deco venue from 1918.","29 Rue Vivienne, 75002 Paris, France","https://www.google.fr/maps/place/Vaudeville/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e30705fa5d1:0x125f7a9e795862d9!8m2!3d48.869245!4d2.3401929!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b6d4d8z8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
ACCENTS table bourse,4.7,€100+,Fine dining restaurant,"Tasting menus of inventive global cuisine, with wine pairings, in a sleek, understated setting.","24 Rue Feydeau, 75002 Paris, France","https://www.google.fr/maps/place/ACCENTS+table+bourse/@48.8675741,2.3312493,2141m/data=!3m2!1e3!5s0x47e66e3c736e7cf7:0xce31aac963a78a21!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e3c7389f409:0xb84474bc228e25e6!8m2!3d48.8699637!4d2.3403472!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudOABAA!16s%2Fg%2F11csrfjmtc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Brasserie Rosie Lou,4.7,€20–30,Brasserie,,"31 Bd de Bonne Nouvelle, 75002 Paris, France","https://www.google.fr/maps/place/Brasserie+Rosie+Lou/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f9057994313:0xdfaee7133068ce3b!8m2!3d48.8702844!4d2.348848!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEUcmVzdGF1cmFudF9icmFzc2VyaWXgAQA!16s%2Fg%2F11kk4slkyg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Grand Colbert,4.2,$$$,Brasserie,"Opulent, plant-filled brasserie with a menu of classics like oysters & steak, plus a long wine list.","2 Rue Vivienne, 75002 Paris, France","https://www.google.fr/maps/place/Le+Grand+Colbert/@48.8666252,2.3209803,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e3b5a9db2a5:0xf08fff6ce3ae3440!8m2!3d48.8666252!4d2.3390047!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEUcmVzdGF1cmFudF9icmFzc2VyaWXgAQA!16s%2Fg%2F1ym_l60wn?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Frenchie,4.5,€100+,French restaurant,"Rustic-chic stop for seasonal French dishes with global influences, plus chef's carte blanche menus.","5 Rue du Nil, 75002 Paris, France","https://www.google.fr/maps/place/Frenchie/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e17a6bac05f:0x933306126d5b9f03!8m2!3d48.8677099!4d2.3479183!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1x6q11w3?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
dalia,4.6,€30–40,Mediterranean restaurant,"Trendy restaurant offering Eastern Mediterranean-inspired cuisine, plus cocktails.","93 Rue Montmartre, 75002 Paris, France","https://www.google.fr/maps/place/dalia/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f55174c9f43:0xf220b18c0053552a!8m2!3d48.867868!4d2.3435539!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11nmj865tm?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Aux Crus de Bourgogne,4.5,,Bistro,Classic regional dishes & a long wine list in a vintage-chic bistro with sidewalk tables.,"3 Rue Bachaumont, 75002 Paris, France","https://www.google.fr/maps/place/Aux+Crus+de+Bourgogne/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66e1818ced2b5:0x33ca79ee7681fac0!8m2!3d48.8658261!4d2.3465718!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEGYmlzdHJv4AEA!16s%2Fg%2F1td_9_6j?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Brasserie Dubillot,4.6,€20–30,French restaurant,"Colorful brasserie offering seasonal menus, regional dishes & cocktails, plus a street-side terrace.","222 Rue St Denis, 75002 Paris, France","https://www.google.fr/maps/place/Brasserie+Dubillot/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+2eme!6e5!3m6!1s0x47e66f51538a2d07:0x335b77240e40e03d!8m2!3d48.8680791!4d2.3519853!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11r3c1jcb7?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Alma,4.6,€20–40,Restaurant,"Low-key hangout offering wine, cocktails, beer & small plates inspired by Corsican cuisine.","10 Rue Mandar, 75002 Paris, France","https://www.google.fr/maps/place/Alma/@48.8675741,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+2eme!3m6!1s0x47e66f71f4f579f9:0x26db5d601de2d850!8m2!3d48.8657439!4d2.3458021!15sChVyZXN0YXVyYW50IHBhcmlzIDJlbWVaFyIVcmVzdGF1cmFudCBwYXJpcyAyZW1lkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fn2w27gg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
