name,rating,price,restaurant_type,description,address,google_maps_url,reviews_url,reviews
Don Giovanni,4.7,€20–30,Italian restaurant,Homestyle Italian dishes from antipasti to desserts in a convivial space with wood & brick accents.,"19 Rue François Miron, 75004 Paris, France","https://www.google.fr/maps/place/Don+Giovanni/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fd60e8a84b:0x156e41b9e9cf429b!8m2!3d48.8557884!4d2.3572672!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1thbvzrp?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Don+Giovanni/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fd60e8a84b:0x156e41b9e9cf429b!8m2!3d48.8557884!4d2.3572672!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1thbvzrp?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Nous nous sommes rendues dans ce restaurant suite aux avis donnés sur Google. Nous sommes reparties déçues de notre expérience: propreté des lieux (sol qui glisse, verres sales), quantités de pâtes trop faibles (voir photo), service qui …', 'Nous y avons mangé un midi à 3.\nIl y a de la place dans ce petit restaurant à l’ambiance un peu cosi petit bistrot parisien. …', 'Encore une superbe soirée ou tous les plats sont parfaits, le service au top et surtout le rapport qualité prix irréprochable.  Une très belle adresse que nous recommandons. C est une ""jouissance culinaire']"
La Réserve Du Terroir - Restaurant Paris 4,4.6,€20–30,Restaurant,"Traditional bistro dishes like snail casserole & beef entrecote served in a warm, relaxed setting.","13 R. Quincampoix, 75004 Paris, France","https://www.google.fr/maps/place/La+R%C3%A9serve+Du+Terroir+-+Restaurant+Paris+4/@48.859703,2.3137501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66f64d0be1a93:0x56e67fd92d9bafe6!8m2!3d48.859703!4d2.349799!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11jk5s_c4w?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/La+R%C3%A9serve+Du+Terroir+-+Restaurant+Paris+4/@48.859703,2.3137501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e66f64d0be1a93:0x56e67fd92d9bafe6!8m2!3d48.859703!4d2.349799!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11jk5s_c4w?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Cadre, accueil et service très sympas. Des produits de qualité, l'aligot et la viande d'Aubrac valent le détour. Belle découverte, une adresse à retenir."", 'Nous avons passé un agréable moment dans ce restaurant à la décoration très atypique.\nNous ne regrettons pas d’avoir fait le chemin de Beauvais. …', ""Repas à 4 dans cet établissement qui nous a permis de nous régaler. En entrée : cassolette d'escargot et pâté au foie gras. En plat : aligot saucisse, salade nordique, salade auvergnate et je crois steack d'Aubrac. Le tout accompagné d'une …"", 'Un endroit sympa à taille humaine où boire un bon verre de vin et déguster une petite planche de chacuterie et de fromages. Très bon accueil. On y revient avec plaisir.', ""Excellent ! L'aligot est vraiment bon, les verres de vins et cocktails vraiment pas chères, et le dessert était très bon aussi.\nPas super copieux mais suffisant pour bien manger et pas avoir mal au ventre en …""]"
GrandCœur,4.4,$$$,French restaurant,,"41 Rue du Temple, 75004 Paris, France","https://www.google.fr/maps/place/GrandC%C5%93ur/@48.8596007,2.3178263,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e1cf4904391:0x20d2a585b6417a58!8m2!3d48.8596007!4d2.3538752!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b7stl6qh?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/GrandC%C5%93ur/@48.8596007,2.3178263,7547m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e1cf4904391:0x20d2a585b6417a58!8m2!3d48.8596007!4d2.3538752!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b7stl6qh?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Le cadre est très joli mais le service est extrêmement lent, et il faut relancer pour avoir le plat, la carte des desserts … et le dessert.\nC’est bon sans être renversant et pas assez copieux, ça reste à mon sens trop …', 'Nous avons passé une bonne soirée.\nPetite déception, je n ai pas retrouvé le raffinement décrit sur le site : les plats sont bien présentés, mais manquent de légèreté. Peut être nous sommes nous …', ""Malheureusement, le rendez-vous n'a pas été à la hauteur des attentes. Premièrement, l'accueil. Nous sommes arrivés avec une personne en fauteuil roulant : aucune aide n'a été proposée pour passer la marche à l'entrée du restaurant. …""]"
Les Fous de l'Ile,4.3,$$,French restaurant,"Traditional cuisine in a relaxed, modern bistro decorated with chicken-related images & objects.","33 Rue des Deux Ponts, 75004 Paris, France","https://www.google.fr/maps/place/Les+Fous+de+l'Ile/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fceaca5145:0xd2e0166d9bd616b9!8m2!3d48.8522167!4d2.3567528!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdxdlkc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Les+Fous+de+l'Ile/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671fceaca5145:0xd2e0166d9bd616b9!8m2!3d48.8522167!4d2.3567528!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdxdlkc?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Lieu qui a été refait. Avant c'était un restaurant un peu cher même si on voulait le tester. Mais depuis que c'est devenu une brasserie parisienne, le décor donnait encore plus envie ! Et nous n'avons pas regretté notre soirée !!! Accueil …"", 'Un partage en toute honnêteté et avec du recul! Car sur le moment très déçue 😢. Le lieu très cosy surtout si vous réussissez à avoir une table côté fenêtre. Serveurs et serveuses accueillant avec le sourire et de passage pour demander si …', 'Premiers pas dans l’île Saint Louis … ce restaurant attire l’œil à plus d’un titre et la carte affichée ne laisse pas indifférent! Le chef de cuisine Jonathan et son second Alexandre Silva (Ex Macéo) font exploser les saveurs ; c’est un …', ""Une super brasserie avec des serveurs au petit soin. La musique vraiment sympa et pas trop fort ce qui nous permettait de bien s'entendre parler :-). Nous avons mangé une pièce de viande excellente, juste un souci de cuisson... vite rattrapé avec un retour en cuisine."", 'Super expérience.\nNous avons commencé par un apéro très sympa autour de délicieuses charcuteries et de fromages parfaitement à point. Belle cave et belle découverte avec le vin …']"
Chez Margot,4.4,€20–30,French restaurant,"Traditional French bistro with TV sports & a covered terrace, specializing in Salers beef.","25 Bd Henri IV, 75004 Paris, France","https://www.google.fr/maps/place/Chez+Margot/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671ff3da05063:0xc4ed5158e9b30567!8m2!3d48.8519448!4d2.3645148!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1vpfhw35?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chez+Margot/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671ff3da05063:0xc4ed5158e9b30567!8m2!3d48.8519448!4d2.3645148!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1vpfhw35?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Une terrasse ouverte avec des cendriers bien en évidence… je m’assois commande un chocolat chaud… le serveur arrive je lui demande un cendrier puis «\xa0ah désolé monsieur la terrasse est non fumeur\xa0» voilà comment bien tromper la clientèle. …', 'Dimanche 15/12/2024, nous arrivons vers 14h15 à 14 sans réservation. Très bon accueil, nous faisons 2 tables de 7 sur la terrasse.\nLa carte est sympathique (rognons, hamburger, brunch à 16€.... …', 'Nous avons mangé sur la terrasse. Elle était bien abritée et la température encore acceptable. Le service était très sympa, la cuisine excellente avec des plats traditionnels (rognon, bavette, île flottante....). Très bon moment', 'Tombé dessus complètement par hasard en marchant dans le IVeme, quelle belle surprise ! Une formule midi très honnête (même pas 20€ E + P + D), des cocktails (petit faible pour le mojito) à tomber, une cuisine simple et excellente.\nUn bel endroit avec un personnel très agréable ! Je recommande !', 'L’ensemble du repas c’est très bien passé. Lieu très convivial et bonne ambiance. Je recommande si vous aimez manger dans des lieux calmes avec un repas servi plutôt copieux ! A refaire :)']"
Chez Julien,4.0,$$$,French restaurant,"Select bistro with outdoor seats & stylish decor serving elevated breakfasts, mains, dessert & wine.","1 Rue du Pont Louis-Philippe, 75004 Paris, France","https://www.google.fr/maps/place/Chez+Julien/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671e2b6030813:0x514d9579ed8662c!8m2!3d48.8547356!4d2.3551411!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tjs47k4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chez+Julien/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671e2b6030813:0x514d9579ed8662c!8m2!3d48.8547356!4d2.3551411!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tjs47k4?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Le restaurant est sympa, les serveurs vraiment adorables, mention spéciale pour la jeune blonde qui était tellement drôle et nous a enchanté notre soirée. Par contre, le restaurant exagère sur les prix, payés presque 200€/personne pour un …', 'Le service est impeccable et le cadre vraiment beau !\nLe seul bémol je dirais concerne l’entrée. Elle était un peu fade, dommage… (je n’ai plus l’intitulé exacte en tête mais c’était un œuf mollet avec tomates). En …', 'J’ai dîné deux fois avec des amis dans ce restaurant. Globalement expériences correctes, avec des plats corrects. L’ambiance était agréable. Par contre, les serveurs n’étaient pas tellement accueillants, en particulier face à des personnes …', ""Bonsoir à tous, je peux dire que l'expérience a été très positive. La nourriture était délicieuse, avec des plats bien préparés et des saveurs authentiques qui m'ont vraiment donné l'impression d'être en France. L'atmosphère du restaurant …"", ""Très belle expérience la formule déjeuner à 29 € est d'un excellent rapport qualité prix\nSeul bémol le prix du vin en verre comme en bouteille est trop élevé un petit effort est à faire de ce côté""]"
Pamela Popo,4.6,$$,Restaurant,,"15 Rue François Miron, 75004 Paris, France","https://www.google.fr/maps/place/Pamela+Popo/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fd5e3316fb:0x6a034d8e4eefc6a5!8m2!3d48.8557928!4d2.357048!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1t_kfv5_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Pamela+Popo/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671fd5e3316fb:0x6a034d8e4eefc6a5!8m2!3d48.8557928!4d2.357048!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1t_kfv5_?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Vraiment une belle surprise de découvrir ce restaurant par hasard et sans réservation. Le décor est capiteux et tamisé. On nous a assis à l'étage dans une pièce qui a comme thème la bibliothèque. Les 3 serveurs étaient très chaleureux et …"", ""Pamela Popo, c'est un peu comme un trésor caché au cœur du Marais. De l'extérieur, on pourrait croire à un simple resto, mais en franchissant la porte, on entre dans un véritable petit monde à part ! Bon, on a patienté 10 minutes malgré une …"", 'Excellent restaurant. Rien à redire si ce n’est du bon.\nAccueil chaleureux, malgré la non réservation, le gérant a réussi à nous installer sur une super petite table. …', 'Restaurant au cœur du Marais, décoration raffinée et ambiance romantique et tamisée.\nService souriant et agréable. …', 'Très belle adresse que je recommande sans réserve. Une carte de qualité et un service savamment orchestré par une équipe chaleureuse et très professionnelle. Que ce soit entre amis ou en couple, ce lieu saura vous séduire !']"
L'hirondelle - Paris 4,4.7,€20–30,French restaurant,,"42 Bd Henri IV, 75004 Paris, France","https://www.google.fr/maps/place/L'hirondelle+-+Paris+4/@48.8632776,2.3384501,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e673ab56631e6f:0x9d95e8b17d9cd5b3!8m2!3d48.8523425!4d2.3671043!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11stnlfbx1?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/L'hirondelle+-+Paris+4/@48.8632776,2.3384501,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e673ab56631e6f:0x9d95e8b17d9cd5b3!8m2!3d48.8523425!4d2.3671043!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11stnlfbx1?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Accueil agréable, salle sympathique mais un peu bruyante le midi. J'ai pris un burger, sauce sympa, ensemble très correct mais pas extraordinaire."", 'Ce soir super soirée.  Les patrons très présents et la cuisine top.\nFranchement pour le prix c’est génial. Nous avons mangé un dos de julienne et ensuite un Tiramisu d’une légèreté formidable.\nNous recommandons fortement cet endroit.', 'Étonnamment formidable… quel délice en plein Paris.. Le tataki  de thon avec son émulsion de Yuzu est définitivement, inoubliable Ne parlons pas de la farandole de dessert accompagnant le café gourmand. Je recommande ce restaurant. à 120%…👌👌👌 …', ""Ce jour, j'ai réservé pour 6 personnes. Entrée : oeuf parfait = je me suis régalée\nPlat : pièce du boucher sauce poivre et frites maison = un régal …"", 'Je suis passé manger un plat qui était excellent et j’ai vraiment apprécié la serveuse Emma, qui était vraiment adorable, serviable et à l’écoute. L’ambiance du restaurant est très chaleureuse. Je recommande!!']"
Le Petit Marcel,4.1,$$,French restaurant,,"65 Rue Rambuteau, 75004 Paris, France","https://www.google.fr/maps/place/Le+Petit+Marcel/@48.861679,2.3151231,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e1be4a645ff:0x8c85d8c0a2501821!8m2!3d48.861679!4d2.351172!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdfy0jc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D",,
Loulou,4.2,€20–30,Bistro,North African tagine dishes at a richly decorated bistro with patio tables & live jazz performances.,"63 Rue Rambuteau, 75004 Paris, France","https://www.google.fr/maps/place/Loulou/@48.861679,2.3151231,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e66e1bf015f7c3:0x92e28a26c1efce58!8m2!3d48.8616248!4d2.3513124!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEGYmlzdHJv4AEA!16s%2Fg%2F1td12kxg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chez+Loulou/@48.861679,2.3151231,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e66e1bf015f7c3:0x92e28a26c1efce58!8m2!3d48.8616248!4d2.3513124!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEGYmlzdHJv4AEA!16s%2Fg%2F1td12kxg?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Vraiment super !!! Surtout l'accueil est très agréable en faisant de l'humour et preuve de beaucoup de gentillesses\nLes plats sont très bien présentés et particulièrement bon.. le prix est à peine plus cher mais reste très raisonnable. Et quand on aime, on ne compte pas ( j'ai essayé au moins)"", ""Une belle découverte au hasard à la sortie d'un spectacle. Une ambiance jazz que j'adorai mais trop courte. L'humour du maître des lieux est très sympa, la gentillesse des jeunes serveurs agréable. Les tajines super bonnes très bien …"", 'Bon accueil un menu à 17,90 avec entrée plat..bonne tajine et viande tendre avec des frites maison dans un cadre très sympa. Terrasse dans une rue piétonne', ""Personnel fort sympathique et serviable mais ça ne rattrapera jamais la qualité déplorable des produits servis. Les pires escargots de toute ma vie (et j'en ai mangé beaucoup) tout comme les desserts, il s'agit de produits industriels de …"", 'Très bon rapport  qualité prix avec la formule. Nous avons une viande de qualité à la bonne cuisson. Le dessert quant à lui était exceptionnel et le service parfait. …']"
Nostre,4.4,€20–30,Restaurant,,"86 Rue Saint-Antoine, 75004 Paris, France","https://www.google.fr/maps/place/Nostre/@48.861679,2.3151231,4282m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+4!3m6!1s0x47e671fe160220b1:0xf0e9da011158cd3b!8m2!3d48.8548605!4d2.3625681!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11clzqlryf?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Nostre/@48.861679,2.3151231,7547m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+4!3m8!1s0x47e671fe160220b1:0xf0e9da011158cd3b!8m2!3d48.8548605!4d2.3625681!9m1!1b1!15sChJyZXN0YXVyYW50IHBhcmlzIDRaFCIScmVzdGF1cmFudCBwYXJpcyA0kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11clzqlryf?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['J’ai beaucoup aimé ce restaurant où je ne vois rien mais absolument rien à redire.servjce agréable et souriant. Rapide et bon dans l’assiette. Du choix pour tous.Des prix cohérents. Un peu d e musique pour l’ambiance mais pas trop non plus. …', 'Personnel souriant et serviable !! Les plats sont délicieux ! Nous y sommes venus pour boire un verre et finalement en voyant les planches de fromages et charcuterie et les plats qui passaient devant nos yeux, nous avons décidé d’y rester …', 'Un très bon moment pour commencer cette nouvelle année 2025 en bonne compagnie ! Personnel très sympathique, souriant, avec qui nous avons bien ri !\nVibe sucrée ou salée ?! …', 'Je recommande vivement cet endroit pour l’emplacement est surtout pour le service qui est exceptionnel! Très souriant et aimable, on s’y sent tout de suite bien. Nous recherchions un endroit pour déjeuner rapidement et nous n’avons pas été …', 'Déjeuner en terrasse le 16 août au cours d une balade , agréable moment . Burger bœuf effiloché cuisson 5 heures 😃. Acceuil souriant . Bref top 👍🏻. …']"
Chez Papa 13,4.2,€20–30,Southwest France restaurant,,"27 Rue de la Colonie, 75013 Paris, France","https://www.google.fr/maps/place/Chez+Papa+13/@48.8299137,2.3358246,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+13!3m6!1s0x47e67199d1184187:0x9f07459539d08917!8m2!3d48.8248576!4d2.346939!15sChNyZXN0YXVyYW50IHBhcmlzIDEzWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTOSARtzb3V0aHdlc3RfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1vxfzgww?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Chez+Papa+13/@48.8299137,2.3358246,3776m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+13!3m8!1s0x47e67199d1184187:0x9f07459539d08917!8m2!3d48.8248576!4d2.346939!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDEzWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTOSARtzb3V0aHdlc3RfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1vxfzgww?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Superbe restaurant !\nPlats gourmands, copieux et savoureux.\nAmbiance chaleureuse et agréable …', 'Une vraie table du Sud-Ouest !\nNous y avons dîné. Les plats sont très copieux avec des ingrédients de qualité.\nGésiers, foie gras chaud, canard...les salades sont très belles et goûteuses\nUn moment très agréable dans la tradition du Sud Ouest', 'Restaurant qui était très bien, mais la cuisine et les quantités ont vraiment baissé, tandis que les prix ont beaucoup augmenté. Le menu à 35€ plus 3.5€ de supplément foie gras ne justifie absolument pas son prix. Par contre le patron est bien sympa', 'Je déconseille la livraison avec ce restaurant, l’enseigne du 14e est plus fiable à ce niveau. Avec des prix en hausse constante qui deviennent franchement indécents, on a maintenant droit à des viandes beaucoup trop cuites et à des plats du Sud-Ouest sans crème, fromage ou champignons malgré les indications du menu. Peace.', ""Lieu idéal pour manger de la bonne cuisine du sud-ouest. Les plats sont copieux et généreux, le service est agréable. L'ambiance est top. Je recommande vivement 👍 …""]"
